representative,synonym,group_size
overwhelming the person's ability to learn,overwhelming the person's ability to learn,1
ovulation disorder,ovulation disorder,1
pain,pain,1
pain solely from the physical handling and lifting,pain solely from the physical handling and lifting,1
painful pressure ulcers or bed sores,painful pressure ulcers or bed sores,3
painful pressure ulcers or bed sores,pressure ulcers,3
painful pressure ulcers or bed sores,resulting bed sores,3
panic or confusion,panic or confusion,1
paralysis limitations from neurological conditions,paralysis limitations from neurological conditions,1
parent lacks the technological sophistication,parent lacks the technological sophistication,1
parents are faced with additional challenges in managing the risks,parents are faced with additional challenges in managing the risks,1
passing red lights,passing red lights,1
passive influence on that person's mobility level progression,passive influence on that person's mobility level progression,1
passive unit-carried devices providing no distance and direction capabilities,passive unit-carried devices providing no distance and direction capabilities,1
pathological balance and gait disorders,pathological balance and gait disorders,1
"patient falling backward, or to the side","patient falling backward, or to the side",1
patient falls and sliding onto the floor are common,patient falls and sliding onto the floor are common,1
patient has to be transported to the doctor's office or other diagnostic facility,patient has to be transported to the doctor's office,4
patient has to be transported to the doctor's office or other diagnostic facility,patient has to be transported to the doctor's office or other diagnostic facility,4
patient has to be transported to the doctor's office or other diagnostic facility,transportation to the doctor's office or other diagnostic facility,4
patient has to be transported to the doctor's office or other diagnostic facility,transporting the patient to the doctor's office for evaluation and treatment,4
patient instability,patient instability,1
"patient lifts are generally expensive, bulky and difficult to use","patient lifts are generally expensive, bulky and difficult to use",1
patient mix ups or misidentification of biological samples,patient mix ups or misidentification of biological samples,1
patient needs to be in close proximity to see the lights or hear the beeps,patient needs to be in close proximity to see the lights or hear the beeps,1
patient signaling options and transceiver functions making systems complex and expensive,patient signaling options and transceiver functions making systems complex and expensive,1
patient's compliance or mental capacity,patient's compliance or mental capacity,1
patient's dignity and confidence needs to be built,patient's dignity and confidence needs to be built,1
patients are injecting themselves,patients are injecting themselves,1
patients are often confused about how to inject themselves,patients are often confused about how to inject themselves,1
unable to assist or only partially assist in their own care,patients are unable to provide for their own care,2
unable to assist or only partially assist in their own care,unable to assist or only partially assist in their own care,2
patients can be immobilized to the point that they become at least temporarily bedridden,patients can be immobilized to the point that they become at least temporarily bedridden,1
patients featuring strongly reduced mobility or totally devoid of mobility,patients featuring strongly reduced mobility or totally devoid of mobility,1
patients often become forgetful,patients often become forgetful,1
patients sometimes refuse to be shifted,patients sometimes refuse to be shifted,1
patients who have spinal problems sometimes do not keep correct posture,patients who have spinal problems sometimes do not keep correct posture,1
"patients, especially, elderly patients require constant monitoring to avoid falls","patients, especially, elderly patients require constant monitoring to avoid falls",1
pedometers often erroneously record movements other than walking,pedometers often erroneously record movements other than walking,1
pelvic fracture,pelvic fracture,1
people are abducted,people are abducted,1
people at risk for health conditions,people at risk for health conditions,1
people go missing,people go missing,1
people who are too weak to support their own weight in standing,people who are too weak to support their own weight in standing,1
"people who are vigorous, and for unknown reasons have a fall or stumble across a piece of furniture or something else","people who are vigorous, and for unknown reasons have a fall or stumble across a piece of furniture or something else",1
people who miss doses need 3 times as many doctor visits,people who miss doses need 3 times as many doctor visits,1
people with chronic medical conditions,people with chronic medical conditions,1
perceive either type of care as an affront to their autonomy,perceive either type of care as an affront to their autonomy,1
perceived need for a prisoner tracking and control system,perceived need for a prisoner tracking and control system,1
periodic patient transfers,periodic patient transfers,1
permanent disability,permanent disability,2
permanent disability,permanent or persistent disability or death,2
persistent lack of stretching and exercise over time,persistent lack of stretching and exercise over time,1
person may panic and be confused,person may panic and be confused,1
person's emotional state,person's emotional state,1
person's health or well-being could deteriorate more rapidly,person's health or well-being could deteriorate more rapidly,1
personal emergencies,personal emergencies,1
personal emergency response systems (pers) are simply failing to provide an acceptable level of efficacy,personal emergency response systems (pers) are simply failing to provide an acceptable level of efficacy,2
personal emergency response systems (pers) are simply failing to provide an acceptable level of efficacy,reliance on personal emergency response systems (pers),2
persons falling over due to a heart attack,persons falling over due to a heart attack,1
persons living alone are at risk of going without help for a long period if they have an accident or medical emergency,persons living alone are at risk of going without help for a long period if they have an accident or medical emergency,1
persons sitting for long periods of time may suffer from a wide range of physical issues,persons sitting for long periods of time may suffer from a wide range of physical issues,1
pets straying too far from a home location,pets straying too far from a home location,1
phone networks congested into uselessness,phone networks congested into uselessness,1
physical abuse,physical abuse,1
physical and mental obstacles being faced by injured individuals,physical and mental obstacles being faced by injured individuals,1
physical bullying in the schoolyard,physical bullying in the schoolyard,1
physical degradation and reliance on aids,physical degradation and reliance on aids,1
physical demands on care providers,physical demands on care providers,1
physical discomfort,physical discomfort,1
physical issues from sitting for long periods of time,physical issues from sitting for long periods of time,1
physical limitation,physical limitation,1
physical modification required to the home,physical modification required to the home,1
physical pain and/or damage to the bed-ridden person,physical pain and/or damage to the bed-ridden person,1
physical positioning of subjects,physical positioning of subjects,1
physical stress that may impede or even stall embryo development,physical stress that may impede or even stall embryo development,1
physically challenged,physically challenged,2
physically challenged,physically challenged individuals,2
physically incapable of exercising and stretching without assistance,physically incapable of exercising and stretching without assistance,1
physiological and medical results of a fall,physiological and medical results of a fall,1
physiological complications associated when unable to perform certain tasks unassisted,physiological complications associated when unable to perform certain tasks unassisted,2
physiological complications associated when unable to perform certain tasks unassisted,physiological complications associated with being unable to perform certain tasks unassisted,2
physiological status begins to dramatically degrade with time,physiological status begins to dramatically degrade with time,1
placing undue strain on a third party,placing undue strain on a third party,2
placing undue strain on a third party,placing undue strain on the individual,2
pneumonia,pneumonia,1
police or local authorities do not have the ability to constantly track the location of the abuser,police or local authorities do not have the ability to constantly track the location of the abuser,1
polycystic ovary disease,polycystic ovary disease,2
polycystic ovary disease,polycystic ovary syndrome (pcos),2
polypharmacy,polypharmacy,1
poor development,poor development,1
poor hearing of hard-of-hearing patients,poor hearing of hard-of-hearing patients,1
poor posture when using a traditional walker,poor posture when using a traditional walker,1
poor quality eggs,poor quality eggs,2
poor quality eggs,variable quality of eggs,2
poor results following embryo transfer,poor results following embryo transfer,1
poor results following freezing and thawing (storage) of such embryos,poor results following freezing and thawing (storage) of such embryos,1
poorly predictive morphologic criteria,poorly predictive morphologic criteria,1
population needs continuous medical supervision and care,population needs continuous medical supervision and care,1
position of the clamping device is not secured,position of the clamping device is not secured,1
position of the strap on the overhead bar is not secured,position of the strap on the overhead bar is not secured,1
possibility of accidents when a carer or family dependent cares for a patient,possibility of accidents when a carer or family dependent cares for a patient,1
possible falls or other consequences,possible falls or other consequences,1
possibly restrained stability of the medicament,possibly restrained stability of the medicament,1
post-surgery,post-surgery,1
postural alignment,postural alignment,1
potential confusion to less-functional users,potential confusion to less-functional users,1
potential for misuse,potential for misuse,1
potential hazardous situations characterized by inactivity,potential hazardous situations characterized by inactivity,1
potential injuries to the invalid,potential injuries to the invalid,1
potential of tampering with the pre-filled medication tray,potential of tampering with the pre-filled medication tray,1
potential risks,potential risks,1
potentially dangerous movements for a patient with reduced mobility,potentially dangerous movements for a patient with reduced mobility,1
potentially life-threatening complications,potentially life-threatening complications,1
potentially reducing the success rate of treatments,potentially reducing the success rate of treatments,1
potentially unstable device while in use,potentially unstable device while in use,2
potentially unstable device while in use,unstable device,2
power consumption of the subject-worn device will be significant,power consumption of the subject-worn device will be significant,1
powered options require electricity,powered options require electricity,2
powered options require electricity,powered options require electricity and some power source,2
predictive warning before an event,predictive warning before an event,1
predominately manual devices requiring the assistance of a second person,predominately manual devices requiring the assistance of a second person,1
premature lh surges,premature lh surge,2
premature lh surges,premature lh surges,2
premature luteinization,premature luteinization,4
premature luteinization,premature luteolysis,4
premature luteinization,premature ovulation,4
premature luteinization,premature surges of luteinizing hormone (lh),4
prematurity,prematurity,3
prematurity,prematurity with potential for long term damage,3
prematurity,preterm labor,3
"presence of a nurse, assistant, or doctor is necessary","presence of a nurse, assistant, or doctor is necessary",1
presence of adequate care providers is not continual,presence of adequate care providers is not continual,1
pressure sores,pressure sores,1
prevent an attack from occurring,prevent an attack from occurring,1
previous falls are a strong indicator of the potential for future falls,previous falls are a strong indicator of the potential for future falls,1
prior aneuploid conceptuses,prior aneuploid conceptuses,1
prior art assistance devices falling short of providing complete solutions,prior art assistance devices falling short of providing complete solutions,1
prior art devices and systems being too expensive and complex,prior art devices and systems being too expensive and complex,1
prior art devices fail to include a monitored unit comprising an ankle bracelet with an electroshock mechanism,prior art devices fail to include a monitored unit comprising an ankle bracelet with an electroshock mechanism,1
prior art devices fail to provide an alarm unit that creates an audible alert,prior art devices fail to provide an alarm unit that creates an audible alert,1
privacy of the user,privacy concerns,2
privacy of the user,privacy of the user,2
privacy issues with invasive systems,privacy issues with invasive systems,1
prohibitive costs,prohibitive costs,1
prolonged exposure to high levels of fsh,prolonged exposure to high levels of fsh,1
prompt coping is not possible,prompt coping is not possible,1
prone to failure in power-loss and other emergency situations,prone to failure in power-loss and other emergency situations,1
protection of ambulating individuals,protection of ambulating individuals,1
provider not being able to complete all of the intended activities,provider not being able to complete all of the intended activities,1
providing proper and efficient care for individuals,providing proper and efficient care for individuals,1
psychological and physical ailments,psychological and physical ailments,1
psychological consequences,psychological consequences,1
psychological trauma from repeated treatment failures,psychological trauma from repeated treatment failures,1
psychologically painful process for patients,psychologically painful process for patients,2
psychologically painful process for patients,psychologically traumatic for a patient,2
put themselves at risk of injury during the attempt,put themselves at risk of injury during the attempt,1
quick opening and closing systems do not always resist,quick opening and closing systems do not always resist,1
rape,rape,1
rapid emergency response following a vehicle crash,rapid emergency response following a vehicle crash,1
reaching the button presents a difficult task,reaching the button presents a difficult task,1
reckless driving,reckless driving,1
recognizing deviations from normal life patterns that indicate the need for assistance,recognizing deviations from normal life patterns that indicate the need for assistance,1
record specific values only up to the alarm,record specific values only up to the alarm,1
recover more slowly than their younger brethren,recover more slowly than their younger brethren,1
recurrent spontaneous abortion,recurrent spontaneous abortion,1
reduced accuracy of relevant information,reduced accuracy of relevant information,1
reduced activities and social interactions,reduced activities and social interactions,1
reduced body stability,reduced body stability,1
reduced capacity,reduced capacity,1
reduced pregnancy rates,reduced pregnancy rates,1
reducing false-positives,reducing false-positives,1
regression of a medical condition,regression of a medical condition,1
rehabilitation from accidents,rehabilitation from accidents,1
relatively healthy older adults are often at risk for accidents in the home,relatively healthy older adults are often at risk for accidents in the home,1
relatively immobile individuals,relatively immobile individuals,1
relatively low efficiencies of producing transferable stage embryos,relatively low efficiencies of producing transferable stage embryos,1
reliability in making emergency calls,reliability in making emergency calls,1
reliability of these devices can also be limited,reliability of these devices can also be limited,1
relief of loneliness and anxiety,relief of loneliness and anxiety,1
rely on a wearer to push a panic button,rely on a wearer to push a panic button,1
rely upon highly sophisticated wearable devices,rely upon highly sophisticated wearable devices,1
remembering which medication is the correct one to take at the proper time,remembering which medication is the correct one to take at the proper time,1
removal from tightly controlled culture environments during manual assessments,removal from tightly controlled culture environments during manual assessments,1
removing the medications,removing the medications,1
repeated failure,repeated failure,1
repeated falling,repeated falling,1
repeated removing/reattachment wears down both the device and patience of the user,repeated removing/reattachment wears down both the device and patience of the user,1
reproductive wastage,reproductive wastage,1
require a great deal of manual dexterity and strength to open and close,require a great deal of manual dexterity and strength to open and close,1
require a large or specialized vehicle for transport,require a large or specialized vehicle for transport,1
require a person to be ambulatory or have a significant degree of upper body strength,require a person to be ambulatory or have a significant degree of upper body strength,1
require active participation from a user,require active participation from a user,1
require adjustment to match the spring forces to the weight of the occupant,require adjustment to match the spring forces,2
require adjustment to match the spring forces to the weight of the occupant,require adjustment to match the spring forces to the weight of the occupant,2
require assistance from another,require assistance from another,1
require assistance to help lift them out of their sitting position,require assistance to help lift them out of their sitting position,1
require more assistance from another person or caregiver,require more assistance from another person or caregiver,1
require more technological skill to operate,require more technological skill to operate,1
require setup and/or ongoing maintenance by dedicated experts,require setup and/or ongoing maintenance by dedicated experts,1
require specialized care,require specialized care,1
require the assistance of other(s) to operate,require the assistance of other(s) to operate,1
requirement for specially instrumenting the home,requirement for specially instrumenting the home,1
requirement of a great deal of space,requirement of a great deal of space,1
requirement that the user carry it at all times,requirement that the user carry it at all times,1
requires a lot of outside intervention,requires a lot of outside intervention,1
requires at least two persons to handle it efficiently,requires at least two persons to handle it efficiently,1
requires at least two to three persons for operation,requires at least two to three persons for operation,1
requires lifting and advancing the position of the device repetitively,requires lifting and advancing the position of the device repetitively,1
requiring additional storage space when not in use,requiring additional storage space when not in use,1
respective activities,respective activities,1
restricted in the variety of exercises they are capable of performing,restricted in the variety of exercises they are capable of performing,1
restrictions both as far as the quantity of data and also the calculation scope,restrictions both as far as the quantity of data and also the calculation scope,1
restrictions on space,restrictions on space,1
result of a kidnapping,result of a kidnapping,1
resulting bone fractures can require lengthy and costly treatment,resulting bone fractures can require lengthy and costly treatment,1
rigid and generally uncomfortable,rigid and generally uncomfortable,1
rigid structure walkers require burdensome lifting,rigid structure walkers require burdensome lifting,1
risk for the patient,risk for the patient,2
risk for the patient,risk of injury to the patient,2
risk from wandering,risk from wandering,1
risk of abuse,risk of abuse,1
risk of accident,risk of accident,1
risk of being injured without a way to contact help,risk of being injured without a way to contact help,1
risk of cerebral palsy or lifetime disabilities,risk of cerebral palsy or lifetime disabilities,1
risk of early death,risk of early death,1
risk of experiencing a medical emergency that goes undiscovered,risk of experiencing a medical emergency that goes undiscovered,1
risk of exploitation,risk of exploitation,1
risk of injury to the caregiver,risk of injury to resident personnel,2
risk of injury to the caregiver,risk of injury to the caregiver,2
risk of losing one of the components,risk of losing one of the components,1
risk of low back pain,risk of low back pain,1
risk of ohss,risk of ohss,1
"risk of ovarian, endometrial and breast cancer","risk of ovarian, endometrial and breast cancer",1
risk of the patient stumbling,risk of the patient stumbling,1
risk of unknown infection,risk of unknown infection,1
risk to heat exhaustion,risk to heat exhaustion,1
risks associated with medications and surgical procedures,risks associated with medications and surgical procedures,1
risks the device being lost,risks the device being lost,1
traffic safety,road safety requirements,2
traffic safety,traffic safety,2
rolling canes suffer from a number of disadvantages,rolling canes suffer from a number of disadvantages,1
room for improvement,room for improvement,1
rudimentary record keeping functions,rudimentary record keeping functions,1
safety of loved ones alone at their homes,safety of loved ones alone at their homes,1
samples are constantly moving thus being disturbed in their environment,samples are constantly moving thus being disturbed in their environment,1
seat does not provide enough support as it swings up forcing the user to basically sit down on their own,seat does not provide enough support as it swings up forcing the user to basically sit down on their own,1
seat raises straight up vertically and lowers straight down vertically,seat raises straight up vertically and lowers straight down vertically,1
seat swings down forcing the user to basically stand on their own,seat swings down forcing the user to basically stand on their own,1
secure and automatic detection of threats and harm,secure and automatic detection of threats and harm,1
secure fastening of large components,secure fastening of large components,1
security,security,1
self-inject medications at least 19 times in a two-week period,self-inject medications at least 19 times in a two-week period,1
self-management is not effective in preventing injuries and fatalities to pedestrians,self-management is not effective in preventing injuries and fatalities to pedestrians,1
"senior adults are more susceptible to a variety of conditions including osteoporosis, falls, fractures and balance control problems","senior adults are more susceptible to a variety of conditions including osteoporosis, falls, fractures and balance control problems",1
senior adults require this type of home exercise more than younger adults,senior adults require this type of home exercise more than younger adults,1
senior citizens,senior citizens,1
senior hospital admissions,senior hospital admissions,1
seniors are also subject to alzheimer's disease,seniors are also subject to alzheimer's disease,1
seniors are hospitalized for fall-related injuries 5 times more often,seniors are hospitalized for fall-related injuries 5 times more often,1
seniors get confused navigating through complex smartphone and app menus,seniors get confused navigating through complex smartphone and app menus,1
sensors in the systems can be used for only one functionality,sensors in the systems can be used for only one functionality,1
serious concerns regarding the safety of elderly people living at home,serious concerns regarding the safety of elderly people living at home,1
serious consequences to the patient's health,serious consequences to the patient's health,1
serious health problems for caregivers,serious health problems for caregivers,1
serious injuries,serious injuries,4
serious injuries,serious injuries to the old people,4
serious injuries,"serious injury, such as hip fractures and head trauma",4
serious injuries,significant injuries,4
severe adverse events,severe adverse events,1
"severe and sudden declines in orientation, awareness and responses","severe and sudden declines in orientation, awareness and responses",1
severe effects on the carer,severe effects on the carer,1
severe infecundity,severe infecundity,1
severe infertilitas,severe infertilitas,1
severe physical ailment,severe physical ailment,1
shear injury to a bed sore,shear injury to a bed sore,1
shear of the skin,shear of the skin,1
shock can also be detected by a shock sensor worn on a person,shock can also be detected by a shock sensor worn on a person,2
shock can also be detected by a shock sensor worn on a person,shock detection,2
shock sensor is not triggered,shock sensor is not triggered,1
short-range transport capability,short-range transport capability,1
shortage of healthcare professionals,shortage of healthcare professionals,1
shortfall in social security trust fund,shortfall in social security trust fund,1
shuffling movement during walking,shuffling movement during walking,1
sick leave,sick leave,1
side effects from the gonadotropin preparations,side effects from the gonadotropin preparations,1
significant development and/or performance hurdles remain unaddressed,significant development and/or performance hurdles remain unaddressed,1
significant financial burden,significant financial burden,1
significant hazard to life,significant hazard to life,3
significant hazard to life,significant hazard to property,3
significant hazard to life,significant hazard to the resident,3
significant human and financial costs,significant human and financial costs,1
significant risks of injury to both the person being carried and the care provider,significant risks of injury to both the person being carried and the care provider,1
significant stress,significant stress,1
single culture medium,single culture medium,1
single point of failure,single point of failure,1
skeletal bones become thinner,skeletal bones become thinner,1
skin breakdown,skin breakdown,1
skin tears,skin tears,1
sleep/wake patterns,sleep/wake patterns,1
sling may exert uncomfortable pressure on various portions of the individual's body,sling may exert uncomfortable pressure on various portions of the individual's body,1
slipping accidents at home,slipping accidents at home,1
slow or halted recovery,slow or halted recovery,1
slower moving pedestrians,slower moving pedestrians,1
smartphone usage is less than 10% among seniors 75 years and older,smartphone usage is less than 10% among seniors 75 years and older,2
smartphone usage is less than 10% among seniors 75 years and older,smartphone usage is less than 5% among seniors 80 years and older,2
social and mental repercussions of falls,social and mental repercussions of falls,1
social and physical threats,social and physical threats,1
social isolation,social isolation,1
social security program is not keeping pace with changes,social security program is not keeping pace with changes,1
software viruses and other malware can result in crashing of the device,software viruses and other malware can result in crashing of the device,1
some devices not being portable,some devices not being portable,1
some sensors require individuals to manually activate an alarm,some sensors require individuals to manually activate an alarm,1
space needed for storage of a non-foldable wheelchair,space needed for storage of a non-foldable wheelchair,1
specific person is unlikely to rush home,specific person is unlikely to rush home,1
speed of motion or walking speed of a pedestrian,speed of motion or walking speed of a pedestrian,1
speeding,speeding,1
spontaneous abortion rate of 27%,spontaneous abortion rate of 27%,1
stability and preventing a physically challenged user from falling forward,stability and preventing a physically challenged user from falling forward,1
stability of the user during locomotion,stability of the user during locomotion,1
staffing needs for monitoring and caring for persons,staffing needs for monitoring and caring for persons,1
stalking,stalking,1
standard wheelchairs and scooters have no provision for assisting the user in standing or being elevated,standard wheelchairs and scooters have no provision for assisting the user in standing or being elevated,1
steady increase in the average number of medications prescribed per person,steady increase in the average number of medications prescribed per person,1
step detection,step detection,1
step-by-step process,step-by-step process,1
sterility,sterility,1
sternal pressure,sternal pressure,1
stigma surrounding mental health,stigma surrounding mental health,1
stigmatizing character attached with the use of these,stigmatizing character attached with the use of these,1
stooping (kyphosis),stooping (kyphosis),1
storage for this power in battery form adds weight,storage for this power in battery form adds weight,1
storage problem,storage problem,1
strain of transferring people,strain of transferring people,1
strenuous task of moving a patient horizontally between two supporting surfaces,strenuous task of moving a patient horizontally between two supporting surfaces,1
stress current facilities and resources designed to care for elders,stress current facilities and resources designed to care for elders,1
"stress, physical and financial strain, and adverse impacts on their health","stress, physical and financial strain, and adverse impacts on their health",1
strictly data acquisition devices,strictly data acquisition devices,1
stroke,stroke,1
strong aversion,strong aversion,1
structure fires,structure fires,1
stumble relative to the ambulatory assist device,stumble relative to the ambulatory assist device,1
stumbling,stumbling,1
sub-optimal cognition,sub-optimal cognition,1
subject to human error,subject to human error,1
subject-activated means for requesting emergency assistance,subject-activated means for requesting emergency assistance,1
subjective morphological evaluations,subjective and inaccurate nature of morphological assessment,3
subjective morphological evaluations,subjective assessment of static morphologic criteria,3
subjective morphological evaluations,subjective morphological evaluations,3
subjective morphological parameters are still a primary criterion to select healthy embryos,subjective morphological parameters are still a primary criterion to select healthy embryos,1
substantial discomfort,substantial discomfort,1
substantial limitations to such walkers when the user encounters anything other than even surfaces,substantial limitations to such walkers when the user encounters anything other than even surfaces,1
success of these treatments is low and unpredictable,success of these treatments is low and unpredictable,1
success rates are low,success rates are low,1
sudden change of activity (or inactivity),sudden change of activity (or inactivity),1
sudden illness,sudden illness,1
suffer from obesity,suffer from obesity,1
sufficient coverage by caregivers may not be possible,sufficient coverage by caregivers may not be possible,1
suicidal thoughts,suicidal thoughts,1
supervision of daily activities,supervision of daily activities,1
supervision of health status,supervision of health status,1
support larger individuals,support larger individuals,1
suppression of granulosa cell proliferation,suppression of granulosa cell proliferation,1
surgical intervention associated with age,surgical intervention associated with age,1
symptoms of neurological and neuropsychiatric conditions,symptoms of neurological and neuropsychiatric conditions,1
taking the medications in the incorrect amount,taking the medications in the incorrect amount,1
targeting an individual,targeting an individual,1
technical complexity,technical complexity,1
technical failure of a vehicle,technical failure of a vehicle,1
temporary functional unavailability,temporary functional unavailability,1
tendency of infertility,tendency of infertility,1
tendency to abort,tendency to abort,1
tendency to marry later,tendency to marry later,1
terror attacks,terror attacks,1
the bandwidth of the light source limits the perceived depth of the image,the bandwidth of the light source limits the perceived depth of the image,1
the elderly,the elderly,1
the need to change one's focus from a distant object to a nearby object takes time,the need to change one's focus from a distant object to a nearby object takes time,1
the transmission of the sensed vital parameters to the external storage devices has to be initiated by the elderly patient,the transmission of the sensed vital parameters to the external storage devices has to be initiated by the elderly patient,1
threatening,threatening,1
threatening circumstances or high-risk situations,threatening circumstances or high-risk situations,1
throttled networks in times of crisis,throttled networks in times of crisis,1
tilt sensor has drawbacks,tilt sensor drawbacks,3
tilt sensor has drawbacks,tilt sensor has drawbacks,3
tilt sensor has drawbacks,tilt sensor has drawbacks including disabling it each time the wearer wants to lie down,3
time and attention requirements,time and attention requirements,1
time constraints,time constraints,1
time consuming,time consuming,4
time consuming,time consuming and costly,4
time consuming,time consuming and generally very expensive,4
time consuming,time consuming process,4
time consuming and difficult to incorporate in the daily routine of ivf clinics,time consuming and difficult to incorporate in the daily routine of ivf clinics,1
time consuming and generally very expensive home visits,time consuming and generally very expensive home visits,2
time consuming and generally very expensive home visits,time consuming and generally very expensive home visits of nurses,2
time intensive process,time intensive process,1
time involved with the monitoring process,time involved with the monitoring process,1
time spent alone on the floor due to a lack of desire or ability to call 911,time spent alone on the floor due to a lack of desire or ability to call 911,1
time-consuming to initiate many phone calls,time-consuming to initiate many phone calls,1
time-delayed manner of smartphone use,time-delayed manner of smartphone use,1
"timely interventions by those who are responsible for diagnosing, caring, rescuing, treating, or otherwise assisting such individuals","timely interventions by those who are responsible for diagnosing, caring, rescuing, treating, or otherwise assisting such individuals",1
timely monitoring of the health data,timely monitoring of the health data,1
tipping,tipping,1
tiring walking training,tiring walking training,1
toil and time experienced by helpers,toil and time experienced by helpers,1
too costly for the home user to acquire,too costly for the home user to acquire,1
too heavy for manual locomotion,too heavy for manual locomotion,1
too much range of motion,too much range of motion,1
tormenting,tormenting,1
tornado sirens routine and ignored,tornado sirens routine and ignored,1
total care due to paralysis,total care due to paralysis,1
total sensitivity,total sensitivity,1
total specificity,total specificity,1
tracking errors,tracking errors,1
tracking errors in individual cell tracking,tracking errors in individual cell tracking,1
traditional means of ovarian stimulation,traditional means of ovarian stimulation,1
traditional telecommunications were stretched and overloaded,traditional telecommunications were stretched and overloaded,1
traditional walking assist devices do not adequately address a transitional phase,traditional walking assist devices do not adequately address a transitional phase,1
traffic congestion,traffic chaos,2
traffic congestion,traffic congestion,2
transfer task-related musculoskeletal injuries,transfer task-related musculoskeletal injuries,1
transferring disabled persons or dependent elderly persons,transferring disabled persons or dependent elderly persons,1
transition from the use of parallel bars to the use of a walker,transition from the use of parallel bars to the use of a walker,1
transmission of private information to remote server,transmission of private information to remote server,1
"trauma, severe and irreversible health damage, or even death","trauma, severe and irreversible health damage, or even death",1
tremendous disruption in the life of the infertile couple,tremendous disruption in the life of the infertile couple,1
trip hazard,trip hazard,1
tripping hazards,tripping hazards,1
trouble moving themselves to and from a work surface,trouble moving themselves to and from a work surface,1
typical approaches further limit the terrain one may move over,typical approaches further limit the terrain one may move over,1
"typical toileting, bathing, and furniture in the home are not suited for persons who have limited strength and mobility","typical toileting, bathing, and furniture in the home are not suited for persons who have limited strength and mobility",1
typical weight of any adult far exceeds the lifting capacity of most caregivers,typical weight of any adult far exceeds the lifting capacity of most caregivers,2
typical weight of any adult far exceeds the lifting capacity of most caregivers,weight of any adult far exceeds the lifting capacity of most caregivers,2
unable to move without the combined efforts of at least two people,unable to move without the combined efforts of at least two people,1
unable to reach a telephone,unable to reach a telephone,1
unacceptable and dangerous chafing of the skin,unacceptable and dangerous chafing of the skin,1
viability and pregnancy potential of oocytes and pre-embryos,uncertainty in the functional viability of oocytes or early embryos,2
viability and pregnancy potential of oocytes and pre-embryos,viability and pregnancy potential of oocytes and pre-embryos,2
uncertainty whether the social security program will continue to remain viable,uncertainty whether the social security program will continue to remain viable,1
uncomfortable and unsafe for the patient,uncomfortable and unsafe for the patient,1
undesirable influences on the fetus,undesirable influences on the fetus,2
undesirable influences on the fetus,undesirable influences on the mother's body,2
undetected fall,undetected fall,1
undue expense/strain on the communication infrastructure,undue expense/strain on the communication infrastructure,1
undue expense/strain on the emergency response system,undue expense/strain on the emergency response system,1
unduly burdening healthcare costs due to the required first responder calls,unduly burdening healthcare costs due to the required first responder calls,1
uneasy to store or transfer,uneasy to store or transfer,1
unequal load between the persons,unequal load between the persons,1
unexpectedly trips over,unexpectedly trips over,1
unknown long-term cancer risk,unknown long-term cancer risk,1
unnatural position leading to further physical complications,unnatural position leading to further physical complications,1
unnecessary and costly trip to the hospital,unnecessary and costly trip to the hospital,1
unoccupied autonomous vehicles,unoccupied autonomous vehicles,1
unscrupulous people,unscrupulous people,1
unsuitable for use on stairs,unstable and unwieldy on stairs,2
unsuitable for use on stairs,unsuitable for use on stairs,2
unstable motion that does not maintain postural alignment,unstable motion that does not maintain postural alignment,1
unstable state,unstable state,1
unstable support handles,unstable support handles,1
unstoppable bleeding of the wound,unstoppable bleeding of the wound,1
unsuitable for many health care facilities and home care situations,unsuitable for many health care facilities and home care situations,1
unsuitable for wheelchair users,unsuitable for wheelchair users,1
untimely rescue,untimely rescue,1
unusual toileting patterns are a leading indicator of certain illnesses,unusual toileting patterns are a leading indicator of certain illnesses,1
unwanted bending,unwanted bending,1
unwanted childlessness,unwanted childlessness,1
up to about 15 percent of these falls leading to serious injuries and death,up to about 15 percent of these falls leading to serious injuries and death,1
upper body strain,upper body strain,1
upsurge in the aging population,upsurge in the aging population,1
urgent need by one of the monitored individuals,urgent need by one of the monitored individuals,1
use of a crutch also makes it hard to carry articles,use of a crutch also makes it hard to carry articles,1
use of a gym or rehabilitation facility,use of a gym or rehabilitation facility,1
used in the event of an emergency,used in the event of an emergency,1
user discomfort,user discomfort,2
user discomfort,user feeling uncomfortable,2
user is no longer in possession of the wearable device,user is no longer in possession of the wearable device,2
user is no longer in possession of the wearable device,wearable device is not being worn by the user,2
user is relatively weak,user is relatively weak,1
user may be positioned uncomfortably,user may be positioned uncomfortably,1
user must be capable of activating the alarm in time of need,user must be capable of activating the alarm in time of need,1
user's posture is typically bent at the waist,user's posture is typically bent at the waist,1
users must still change their focus whenever they wish to view the projected image,users must still change their focus whenever they wish to view the projected image,1
users prefer to take off wearable devices,users prefer to take off wearable devices,1
users require advanced mobility that allows them to both sit and stand,users require advanced mobility that allows them to both sit and stand,1
uterine pathologies,uterine pathologies,1
variability of functional performance,variability of functional performance,1
"variable, and often ill-defined, potential for implantation and development to term",variable potential for implantation and development to term,2
"variable, and often ill-defined, potential for implantation and development to term","variable, and often ill-defined, potential for implantation and development to term",2
various types of assistance or supportive care is needed,various types of assistance or supportive care is needed,1
varying degrees of deficiency relating to the instability of the device,varying degrees of deficiency relating to the instability of the device,1
varying individual responses to treatment with gonadotropins,varying individual responses to treatment with gonadotropins,1
